designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 65221831466250240",65221831466250240,56.477179945886355,24.06799316009619,0.5835624052829252,1.7341383680162434,-0.7699903695495338,1.0456082,16.275797,1.2243471,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5320.0933,4.5873,-0.527,941.3933,0.7157,0.5741,0.31
"Gaia DR3 65221861529623424",65221861529623424,56.45482822095371,24.069169006293997,0.5893787158222531,5.367244605626063,2.8495770333518307,1.0083776,17.99808,1.6278915,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4053.995,4.7308,-0.306,981.2648,0.0088,0.0064,0.0035
"Gaia DR3 65221861529630464",65221861529630464,56.45856309677973,24.075118988137746,2.584302837027461,6.753064912307217,-8.516883010937027,0.96448386,17.909105,2.7710114,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,3477.6814,4.8243,-0.1138,342.8174,1.0391,0.6744,0.4251
"Gaia DR3 65221861536897280",65221861536897280,56.45522184226656,24.067984947363882,1.1701942558262228,6.273515421855311,-2.4331195632666205,0.97115934,20.087599,1.9060898,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65221895889387648",65221895889387648,56.46679793987159,24.087208953451654,0.40934700709683347,2.265492636207237,-8.69459052454994,0.985992,18.504158,1.1496277,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4597.486,4.8826,-1.6318,1402.5583,0.018,0.014,0.0076
"Gaia DR3 65221900184305408",65221900184305408,56.47311529781475,24.087932232336275,,,,,20.93114,1.4624767,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65221998970511872",65221998970511872,56.36116740230855,24.030562492722822,1.2185514346905473,5.3177924828147045,-4.075074417080524,1.0133308,20.026188,1.802002,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65222003262840960",65222003262840960,56.36743788532608,24.025499306006868,-0.16197006997292812,4.2220149493634604,-0.27434494568020207,1.1008312,19.749895,2.095747,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65222003264952960",65222003264952960,56.365338974195616,24.029987696910908,0.9115155101125332,-3.9953492467953393,-12.065720133197301,1.0417932,15.951657,1.2595587,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5170.32,4.586,-0.3691,776.2755,0.6821,0.5419,0.291
"Gaia DR3 65222037623496832",65222037623496832,56.38306059706655,24.038231896245424,1.3321784441562843,-4.603017209819587,-8.65500243933067,1.0935268,20.692974,1.5215607,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65222102049112832",65222102049112832,56.42142725884695,24.047923330880153,1.9152852121168449,-6.492086509484605,-5.719281511387407,1.0993948,20.062164,2.647581,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65222106343094016",65222106343094016,56.41503199414041,24.052355909156454,,,,,20.903185,0.8947964,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65222140702713600",65222140702713600,56.38909313318608,24.057784920505217,,,,,20.936293,1.0964375,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65222170767261184",65222170767261184,56.401085777882884,24.064406858172926,0.47611934738599593,2.384303186281877,-3.9632494305507606,1.4339352,17.407536,1.7670307,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4088.6562,4.5526,-0.9639,739.2212,0.6107,0.4428,0.2393
"Gaia DR3 65222175061511424",65222175061511424,56.40090261808839,24.064284740853566,,,,,20.258142,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65222209423382912",65222209423382912,56.35902804607377,24.034944470308897,7.460537484916678,23.807219063224075,-48.997856770957426,1.6836591,8.016329,0.31210852,4.2908998,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,10093.719,4.3851,-0.2015,135.6,0.6855,0.6461,0.3446
"Gaia DR3 65222239486717696",65222239486717696,56.36912738409393,24.05305567843414,1.0291206992752964,1.0172483302707607,1.432168376424266,0.97139263,18.28664,1.9029064,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3600.018,4.6113,-1.3254,422.3204,0.6097,0.42,0.2346
"Gaia DR3 65222273846459008",65222273846459008,56.35326285384702,24.05467541932176,0.23687301719566176,2.735746497129144,-2.398683572145697,1.03645,19.079374,1.2991714,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65222312502594816",65222312502594816,56.35734048144637,24.069113540084995,1.5066338917671536,5.165874904033086,-25.72777541600032,2.5383213,13.209313,1.0812597,-24.224003,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5694.0234,3.9418,-0.478,633.6812,0.6678,0.5487,0.2977
"Gaia DR3 65222342565942656",65222342565942656,56.39002807165617,24.05905570208248,1.1776856056436378,1.8883808557528523,3.367028731484177,1.1002272,19.381731,2.2363243,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65222376925703680",65222376925703680,56.38583355170522,24.072508312455913,-0.043294934721440664,0.9267715558839364,-0.8378532339702693,1.078052,17.796143,1.0692539,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4923.5884,4.8434,-1.9795,1328.1719,0.0162,0.013,0.007
"Gaia DR3 65222381219941888",65222381219941888,56.39220072037482,24.06857919118611,0.17575917944892777,-3.953916458861231,-5.4747185966309475,0.98447067,19.82906,2.279169,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65222381221002624",65222381221002624,56.3924928795684,24.076309209050898,-2.4338288918704145,-0.39035186863083593,1.015267342815008,1.0496429,20.809048,1.3823662,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65222484301282560",65222484301282560,56.42508187770252,24.0671681222149,0.36690895655747974,-0.6239906454007774,-0.5139435686963241,0.94923097,17.627497,1.3566761,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4344.0054,4.8182,-1.0973,881.3636,0.0385,0.0292,0.0157
"Gaia DR3 65222484301820800",65222484301820800,56.42643027295516,24.06962465070194,7.456083562366619,18.6225088774893,-45.332163822789326,1.0056384,18.861753,3.2648067,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
